Source,Destination,Distance(KM),Total_Time(hr),Cost_per_KM
21,47,605.75,15.14,1817.25
21,31,1642.02,41.05,4926.06
21,54,2881.71,72.04,8645.13
21,53,2895.61,72.39,8686.83
21,19,577.81,14.45,1733.43
21,12,1721.17,43.03,5163.51
21,46,711.07,17.78,2133.21
21,45,709.26,17.73,2127.78
21,51,1049.19,26.23,3147.57
21,6,1049.84,26.25,3149.52
21,20,559.57,13.99,1678.71
21,56,883.79,22.09,2651.37
21,35,1958.98,48.97,5876.94
21,48,477.24,11.93,1431.72
21,57,878.95,21.97,2636.85
21,58,899.83,22.5,2699.49
21,42,967.26,24.18,2901.78
21,13,1791.22,44.78,5373.66
21,14,1790.6,44.76,5371.8
21,37,1589.2,39.73,4767.6
21,30,1621.68,40.54,4865.04
21,5,3021.88,75.55,9065.64
21,41,1250.86,31.27,3752.58
21,52,513.16,12.83,1539.48
21,26,1629.95,40.75,4889.85
21,28,1640.05,41.0,4920.15
21,36,1488.6,37.21,4465.8
21,44,1075.11,26.88,3225.33
21,43,1075.53,26.89,3226.59
21,10,1733.97,43.35,5201.91
21,32,966.18,24.15,2898.54
21,33,967.72,24.19,2903.16
21,3,2356.57,58.91,7069.71
21,9,2268.44,56.71,6805.32
21,34,1893.12,47.33,5679.36
21,59,1593.87,39.85,4781.61
21,16,453.33,11.33,1359.99
21,29,1648.53,41.21,4945.59
21,8,1462.16,36.55,4386.48
21,40,1229.53,30.74,3688.59
21,11,1963.97,49.1,5891.91
21,23,1521.58,38.04,4564.74
21,4,2073.64,51.84,6220.92
21,25,1546.12,38.65,4638.36
21,15,551.94,13.8,1655.82
21,27,1583.08,39.58,4749.24
21,55,2721.3,68.03,8163.9
21,39,1487.24,37.18,4461.72
21,49,1368.87,34.22,4106.61
21,17,492.22,12.31,1476.66
21,38,1582.04,39.55,4746.12
21,0,1651.53,41.29,4954.59
21,1,1672.48,41.81,5017.44
21,22,1496.86,37.42,4490.58
21,2,1652.61,41.32,4957.83
21,18,526.19,13.15,1578.57
21,50,1396.56,34.91,4189.68
21,60,2066.2,51.65,6198.6
21,7,1160.28,29.01,3480.84
21,61,1376.68,34.42,4130.04
28,24,112.75,2.82,338.25
28,47,1041.85,26.05,3125.55
28,31,59.75,1.49,179.25
28,54,1760.32,44.01,5280.96
28,53,1774.21,44.36,5322.63
28,19,1555.28,38.88,4665.84
28,12,782.55,19.56,2347.65
28,46,1068.41,26.71,3205.23
28,45,1069.43,26.74,3208.29
28,51,1072.63,26.82,3217.89
28,6,1610.6,40.26,4831.8
28,20,1576.64,39.42,4729.92
28,56,1559.01,38.98,4677.03
28,35,1035.35,25.88,3106.05
28,48,1216.86,30.42,3650.58
28,57,1603.15,40.08,4809.45
28,58,1553.91,38.85,4661.73
28,42,701.88,17.55,2105.64
28,13,1200.91,30.02,3602.73
28,14,1200.29,30.01,3600.87
28,37,227.48,5.69,682.44
28,30,111.61,2.79,334.83
28,5,1900.48,47.51,5701.44
28,41,1063.51,26.59,3190.53
28,52,1747.17,43.68,5241.51
28,26,467.41,11.69,1402.23
28,21,1647.12,41.18,4941.36
28,36,625.75,15.64,1877.25
28,44,921.24,23.03,2763.72
28,43,920.01,23.0,2760.03
28,10,537.89,13.45,1613.67
28,32,715.93,17.9,2147.79
28,33,700.11,17.5,2100.33
28,3,1706.38,42.66,5119.14
28,9,885.9,22.15,2657.7
28,34,1028.26,25.71,3084.78
28,59,1276.24,31.91,3828.72
28,16,1485.48,37.14,4456.44
28,29,26.9,0.67,80.7
28,8,196.45,4.91,589.35
28,40,1042.17,26.05,3126.51
28,11,581.44,14.54,1744.32
28,23,140.44,3.51,421.32
28,4,1082.21,27.06,3246.63
28,25,103.95,2.6,311.85
28,15,1444.37,36.11,4333.11
28,27,68.98,1.72,206.94
28,55,1599.9,40.0,4799.7
28,39,234.51,5.86,703.53
28,49,696.41,17.41,2089.23
28,17,1480.85,37.02,4442.55
28,38,283.9,7.1,851.7
28,0,167.22,4.18,501.66
28,1,148.27,3.71,444.81
28,22,170.0,4.25,510.0
28,2,145.36,3.63,436.08
28,18,1467.74,36.69,4403.22
28,50,652.19,16.3,1956.57
28,60,2090.98,52.27,6272.94
28,7,1863.63,46.59,5590.89
28,61,702.95,17.57,2108.85
36,24,655.0,16.38,1965.0
36,47,892.03,22.3,2676.09
36,31,676.95,16.92,2030.85
36,54,1421.11,35.53,4263.33
36,53,1435.01,35.88,4305.03
36,19,1625.82,40.65,4877.46
36,12,258.06,6.45,774.18
36,46,858.41,21.46,2575.23
36,45,859.33,21.48,2577.99
36,51,1380.16,34.5,4140.48
36,6,1227.01,30.68,3681.03
36,20,1628.12,40.7,4884.36
36,56,1279.42,31.99,3838.26
36,35,579.79,14.49,1739.37
36,48,1054.48,26.36,3163.44
36,57,1325.99,33.15,3977.97
36,58,1260.93,31.52,3782.79
36,42,528.14,13.2,1584.42
36,13,599.01,14.98,1797.03
36,14,598.39,14.96,1795.17
36,37,844.68,21.12,2534.04
36,30,538.64,13.47,1615.92
36,5,1561.28,39.03,4683.84
36,41,622.16,15.55,1866.48
36,52,1537.99,38.45,4613.97
36,26,184.8,4.62,554.4
36,21,1484.75,37.12,4454.25
36,28,627.25,15.68,1881.75
36,44,495.49,12.39,1486.47
36,43,498.09,12.45,1494.27
36,10,260.29,6.51,780.87
36,32,766.25,19.16,2298.75
36,33,746.43,18.66,2239.29
36,3,1178.49,29.46,3535.47
36,9,853.0,21.32,2559.0
36,34,555.26,13.88,1665.78
36,59,701.48,17.54,2104.44
36,16,1525.86,38.15,4577.58
36,29,646.52,16.16,1939.56
36,8,522.84,13.07,1568.52
36,40,600.83,15.02,1802.49
36,11,545.46,13.64,1636.38
36,23,533.28,13.33,1599.84
36,4,664.58,16.61,1993.74
36,25,579.09,14.48,1737.27
36,15,1517.11,37.93,4551.33
36,27,616.05,15.4,1848.15
36,55,1260.7,31.52,3782.1
36,39,746.41,18.66,2239.23
36,49,1207.84,30.2,3623.52
36,17,1518.13,37.95,4554.39
36,38,901.1,22.53,2703.3
36,0,784.42,19.61,2353.26
36,1,765.46,19.14,2296.38
36,22,491.54,12.29,1474.62
36,2,762.55,19.06,2287.65
36,18,1525.57,38.14,4576.71
36,50,1208.04,30.2,3624.12
36,60,1516.22,37.91,4548.66
36,7,1445.78,36.14,4337.34
36,61,1215.66,30.39,3646.98
44,24,1001.47,25.04,3004.41
44,47,571.03,14.28,1713.09
44,31,973.69,24.34,2921.07
44,54,1840.76,46.02,5522.28
44,53,1854.66,46.37,5563.98
44,19,1304.82,32.62,3914.46
44,12,680.22,17.01,2040.66
44,46,376.29,9.41,1128.87
44,45,377.2,9.43,1131.6
44,51,1289.61,32.24,3868.83
44,6,795.09,19.88,2385.27
44,20,1307.12,32.68,3921.36
44,56,807.97,20.2,2423.91
44,35,918.03,22.95,2754.09
44,48,607.83,15.2,1823.49
44,57,852.1,21.3,2556.3
44,58,802.86,20.07,2408.58
44,42,305.47,7.64,916.41
44,13,730.59,18.26,2191.77
44,14,729.97,18.25,2189.91
44,37,1121.58,28.04,3364.74
44,30,887.92,22.2,2663.76
44,5,1980.92,49.52,5942.76
44,41,190.23,4.76,570.69
44,52,1055.86,26.4,3167.58
44,26,654.54,16.36,1963.62
44,21,1074.39,26.86,3223.17
44,28,923.99,23.1,2771.97
44,36,497.92,12.45,1493.76
44,43,2.82,0.07,8.46
44,10,713.87,17.85,2141.61
44,32,659.98,16.5,1979.94
44,33,640.16,16.0,1920.48
44,3,1295.94,32.4,3887.82
44,9,1279.59,31.99,3838.77
44,34,852.18,21.3,2556.54
44,59,533.24,13.33,1599.72
44,16,1162.39,29.06,3487.17
44,29,941.93,23.55,2825.79
44,8,742.38,18.56,2227.14
44,40,168.9,4.22,506.7
44,11,977.1,24.43,2931.3
44,23,798.37,19.96,2395.11
44,4,1032.69,25.82,3098.07
44,25,855.17,21.38,2565.51
44,15,1219.96,30.5,3659.88
44,27,892.13,22.3,2676.39
44,55,1680.35,42.01,5041.05
44,39,948.98,23.72,2846.94
44,49,1206.01,30.15,3618.03
44,17,1197.13,29.93,3591.39
44,38,1163.97,29.1,3491.91
44,0,1081.16,27.03,3243.48
44,1,1062.2,26.56,3186.6
44,22,763.8,19.1,2291.4
44,2,1059.29,26.48,3177.87
44,18,1204.57,30.11,3613.71
44,50,1233.7,30.84,3701.1
44,60,1356.33,33.91,4068.99
44,7,1013.85,25.35,3041.55
44,61,1213.83,30.35,3641.49
43,24,1001.73,25.04,3005.19
43,47,573.2,14.33,1719.6
43,31,971.7,24.29,2915.1
43,54,1841.02,46.03,5523.06
43,53,1854.92,46.37,5564.76
43,19,1307.0,32.67,3921.0
43,12,680.48,17.01,2041.44
43,46,378.46,9.46,1135.38
43,45,379.38,9.48,1138.14
43,51,1287.62,32.19,3862.86
43,6,795.35,19.88,2386.05
43,20,1309.3,32.73,3927.9
43,56,810.14,20.25,2430.42
43,35,918.29,22.96,2754.87
43,48,610.01,15.25,1830.03
43,57,854.28,21.36,2562.84
43,58,805.03,20.13,2415.09
43,42,303.48,7.59,910.44
43,13,730.85,18.27,2192.55
43,14,730.23,18.26,2190.69
43,37,1119.59,27.99,3358.77
43,30,888.18,22.2,2664.54
43,5,1981.18,49.53,5943.54
43,41,190.49,4.76,571.47
43,52,1058.04,26.45,3174.12
43,26,654.8,16.37,1964.4
43,21,1076.56,26.91,3229.68
43,28,922.01,23.05,2766.03
43,36,498.18,12.45,1494.54
43,44,3.81,0.1,11.43
43,10,714.13,17.85,2142.39
43,32,657.99,16.45,1973.97
43,33,638.17,15.95,1914.51
43,3,1296.2,32.4,3888.6
43,9,1279.85,32.0,3839.55
43,34,852.44,21.31,2557.32
43,59,533.5,13.34,1600.5
43,16,1164.56,29.11,3493.68
43,29,939.94,23.5,2819.82
43,8,740.4,18.51,2221.2
43,40,169.16,4.23,507.48
43,11,977.36,24.43,2932.08
43,23,796.39,19.91,2389.17
43,4,1032.95,25.82,3098.85
43,25,853.19,21.33,2559.57
43,15,1222.13,30.55,3666.39
43,27,890.14,22.25,2670.42
43,55,1680.61,42.02,5041.83
43,39,946.99,23.67,2840.97
43,49,1204.03,30.1,3612.09
43,17,1199.31,29.98,3597.93
43,38,1161.98,29.05,3485.94
43,0,1079.18,26.98,3237.54
43,1,1060.22,26.51,3180.66
43,22,761.81,19.05,2285.43
43,2,1057.31,26.43,3171.93
43,18,1206.75,30.17,3620.25
43,50,1231.71,30.79,3695.13
43,60,1356.59,33.91,4069.77
43,7,1014.11,25.35,3042.33
43,61,1211.84,30.3,3635.52
10,24,572.71,14.32,1718.13
10,47,1137.8,28.44,3413.4
10,31,588.17,14.7,1764.51
10,54,1285.67,32.14,3857.01
10,53,1299.57,32.49,3898.71
10,19,1762.77,44.07,5288.31
10,12,263.15,6.58,789.45
10,46,1076.07,26.9,3228.21
10,45,1076.98,26.92,3230.94
10,51,1474.21,36.86,4422.63
10,6,1442.95,36.07,4328.85
10,20,1777.92,44.45,5333.76
10,56,1495.36,37.38,4486.08
10,35,579.24,14.48,1737.72
10,48,1300.25,32.51,3900.75
10,57,1541.93,38.55,4625.79
10,58,1476.87,36.92,4430.61
10,42,773.91,19.35,2321.73
10,13,684.42,17.11,2053.26
10,14,683.8,17.1,2051.4
10,37,755.9,18.9,2267.7
10,30,446.13,11.15,1338.39
10,5,1425.84,35.65,4277.52
10,41,838.1,20.95,2514.3
10,52,1755.65,43.89,5266.95
10,26,118.82,2.97,356.46
10,21,1730.52,43.26,5191.56
10,28,538.47,13.46,1615.41
10,36,261.52,6.54,784.56
10,44,711.43,17.79,2134.29
10,43,714.03,17.85,2142.09
10,32,885.2,22.13,2655.6
10,33,865.38,21.63,2596.14
10,3,1250.27,31.26,3750.81
10,9,600.59,15.01,1801.77
10,34,572.15,14.3,1716.45
10,59,875.88,21.9,2627.64
10,16,1675.66,41.89,5026.98
10,29,557.74,13.94,1673.22
10,8,479.42,11.99,1438.26
10,40,816.76,20.42,2450.28
10,11,270.35,6.76,811.05
10,23,484.68,12.12,1454.04
10,4,626.0,15.65,1878.0
10,25,530.49,13.26,1591.47
10,15,1654.87,41.37,4964.61
10,27,555.95,13.9,1667.85
10,55,1125.26,28.13,3375.78
10,39,697.81,17.45,2093.43
10,49,1203.66,30.09,3610.98
10,17,1667.92,41.7,5003.76
10,38,812.32,20.31,2436.96
10,0,719.39,17.98,2158.17
10,1,700.09,17.5,2100.27
10,22,442.94,11.07,1328.82
10,2,695.74,17.39,2087.22
10,18,1666.24,41.66,4998.72
10,50,1159.44,28.99,3478.32
10,60,1690.63,42.27,5071.89
10,7,1661.72,41.54,4985.16
10,61,1210.2,30.26,3630.6
32,24,771.64,19.29,2314.92
32,47,352.39,8.81,1057.17
32,31,685.21,17.13,2055.63
32,54,2152.92,53.82,6458.76
32,53,2166.81,54.17,6500.43
32,19,896.62,22.42,2689.86
32,12,989.87,24.75,2969.61
32,46,533.2,13.33,1599.6
32,45,531.39,13.28,1594.17
32,51,637.36,15.93,1912.08
32,6,1270.09,31.75,3810.27
32,20,911.77,22.79,2735.31
32,56,1209.88,30.25,3629.64
32,35,1311.59,32.79,3934.77
32,48,539.02,13.48,1617.06
32,57,1265.09,31.63,3795.27
32,58,1204.78,30.12,3614.34
32,42,358.68,8.97,1076.04
32,13,1265.04,31.63,3795.12
32,14,1264.42,31.61,3793.26
32,37,657.51,16.44,1972.53
32,30,730.6,18.26,2191.8
32,5,2293.08,57.33,6879.24
32,41,814.74,20.37,2444.22
32,52,1133.6,28.34,3400.8
32,26,766.76,19.17,2300.28
32,21,964.82,24.12,2894.46
32,28,713.58,17.84,2140.74
32,36,762.48,19.06,2287.44
32,44,657.36,16.43,1972.08
32,43,656.13,16.4,1968.39
32,10,881.35,22.03,2644.05
32,33,20.89,0.52,62.67
32,3,1844.52,46.11,5533.56
32,9,1381.16,34.53,4143.48
32,34,1282.07,32.05,3846.21
32,59,1157.89,28.95,3473.67
32,16,809.51,20.24,2428.53
32,29,722.06,18.05,2166.18
32,8,535.68,13.39,1607.04
32,40,793.41,19.84,2380.23
32,11,1076.7,26.92,3230.1
32,23,595.11,14.88,1785.33
32,4,1396.38,34.91,4189.14
32,25,619.65,15.49,1858.95
32,15,788.72,19.72,2366.16
32,27,652.07,16.3,1956.21
32,55,1992.5,49.81,5977.5
32,39,509.38,12.73,1528.14
32,49,555.88,13.9,1667.64
32,17,801.78,20.04,2405.34
32,38,656.37,16.41,1969.11
32,0,686.48,17.16,2059.44
32,1,707.43,17.69,2122.29
32,22,599.92,15.0,1799.76
32,2,687.56,17.19,2062.68
32,18,800.09,20.0,2400.27
32,50,583.57,14.59,1750.71
32,60,1980.98,49.52,5942.94
32,7,1514.5,37.86,4543.5
32,61,563.7,14.09,1691.1
33,24,770.14,19.25,2310.42
33,47,354.91,8.87,1064.73
33,31,680.71,17.02,2042.13
33,54,2136.32,53.41,6408.96
33,53,2150.23,53.76,6450.69
33,19,899.13,22.48,2697.39
33,12,973.27,24.33,2919.81
33,46,518.51,12.96,1555.53
33,45,516.7,12.92,1550.1
33,51,648.17,16.2,1944.51
33,6,1253.49,31.34,3760.47
33,20,914.28,22.86,2742.84
33,56,1193.29,29.83,3579.87
33,35,1295.0,32.38,3885.0
33,48,541.54,13.54,1624.62
33,57,1237.42,30.94,3712.26
33,58,1188.18,29.7,3564.54
33,42,342.08,8.55,1026.24
33,13,1248.43,31.21,3745.29
33,14,1247.82,31.2,3743.46
33,37,653.01,16.33,1959.03
33,30,711.22,17.78,2133.66
33,5,2276.49,56.91,6829.47
33,41,798.15,19.95,2394.45
33,52,1123.17,28.08,3369.51
33,26,750.16,18.75,2250.48
33,21,967.33,24.18,2901.99
33,28,691.28,17.28,2073.84
33,36,745.89,18.65,2237.67
33,44,640.76,16.02,1922.28
33,43,639.53,15.99,1918.59
33,10,864.76,21.62,2594.28
33,32,21.2,0.53,63.6
33,3,1827.92,45.7,5483.76
33,9,1364.56,34.11,4093.68
33,34,1265.48,31.64,3796.44
33,59,1141.29,28.53,3423.87
33,16,812.02,20.3,2436.06
33,29,699.76,17.49,2099.28
33,8,513.39,12.83,1540.17
33,40,776.82,19.42,2330.46
33,11,1060.1,26.5,3180.3
33,23,572.81,14.32,1718.43
33,4,1379.79,34.49,4139.37
33,25,597.35,14.93,1792.05
33,15,791.24,19.78,2373.72
33,27,634.31,15.86,1902.93
33,55,1975.91,49.4,5927.73
33,39,504.88,12.62,1514.64
33,49,576.28,14.41,1728.84
33,17,804.29,20.11,2412.87
33,38,650.12,16.25,1950.36
33,0,681.98,17.05,2045.94
33,1,702.93,17.57,2108.79
33,22,577.64,14.44,1732.92
33,2,683.06,17.08,2049.18
33,18,802.6,20.07,2407.8
33,50,603.97,15.1,1811.91
33,60,1960.89,49.02,5882.67
33,7,1497.92,37.45,4493.76
33,61,584.1,14.6,1752.3
3,24,1722.12,43.05,5166.36
3,47,1797.09,44.93,5391.27
3,31,1755.19,43.88,5265.57
3,54,1485.14,37.13,4455.42
3,53,1499.04,37.48,4497.12
3,19,2531.11,63.28,7593.33
3,12,981.77,24.54,2945.31
3,46,1602.35,40.06,4807.05
3,45,1603.48,40.09,4810.44
3,51,2470.37,61.76,7411.11
3,6,1474.17,36.85,4422.51
3,20,2533.41,63.34,7600.23
3,56,1528.8,38.22,4586.4
3,35,681.08,17.03,2043.24
3,48,1833.9,45.85,5501.7
3,57,1575.6,39.39,4726.8
3,58,1510.31,37.76,4530.93
3,42,1491.65,37.29,4474.95
3,13,574.6,14.36,1723.8
3,14,571.44,14.29,1714.32
3,37,1922.92,48.07,5768.76
3,30,1613.15,40.33,4839.45
3,5,1582.3,39.56,4746.9
3,41,1099.37,27.48,3298.11
3,52,1915.99,47.9,5747.97
3,26,1297.37,32.43,3892.11
3,21,2300.45,57.51,6901.35
3,28,1705.49,42.64,5116.47
3,36,1175.42,29.39,3526.26
3,44,1237.93,30.95,3713.79
3,43,1240.53,31.01,3721.59
3,10,1210.69,30.27,3632.07
3,32,1840.95,46.02,5522.85
3,33,1821.13,45.53,5463.39
3,9,1437.65,35.94,4312.95
3,34,695.3,17.38,2085.9
3,59,850.69,21.27,2552.07
3,16,2388.67,59.72,7166.01
3,29,1724.99,43.12,5174.97
3,8,1657.75,41.44,4973.25
3,40,1124.33,28.11,3372.99
3,11,1252.07,31.3,3756.21
3,23,1663.01,41.58,4989.03
3,4,671.71,16.79,2015.13
3,25,1708.82,42.72,5126.46
3,15,2446.02,61.15,7338.06
3,27,1745.78,43.64,5237.34
3,55,1324.95,33.12,3974.85
3,39,1876.36,46.91,5629.08
3,49,2358.08,58.95,7074.24
3,17,2423.42,60.59,7270.26
3,38,1979.56,49.49,5938.68
3,0,1868.8,46.72,5606.4
3,1,1849.5,46.24,5548.5
3,22,1621.49,40.54,4864.47
3,2,1845.38,46.13,5536.14
3,18,2430.86,60.77,7292.58
3,50,2337.77,58.44,7013.31
3,60,1168.1,29.2,3504.3
3,7,1636.06,40.9,4908.18
3,61,2365.89,59.15,7097.67
9,24,849.24,21.23,2547.72
9,47,1674.64,41.87,5023.92
9,31,934.56,23.36,2803.68
9,54,551.46,13.79,1654.38
9,53,565.35,14.13,1696.05
9,19,2269.53,56.74,6808.59
9,12,621.98,15.55,1865.94
9,46,1640.41,41.01,4921.23
9,45,1641.32,41.03,4923.96
9,51,1899.28,47.48,5697.84
9,6,2007.3,50.18,6021.9
9,20,2284.68,57.12,6854.04
9,56,2059.7,51.49,6179.1
9,35,770.13,19.25,2310.39
9,48,1849.66,46.24,5548.98
9,57,2106.27,52.66,6318.81
9,58,2041.21,51.03,6123.63
9,42,1301.25,32.53,3903.75
9,13,980.39,24.51,2941.17
9,14,983.0,24.58,2949.0
9,37,1084.2,27.1,3252.6
9,30,785.27,19.63,2355.81
9,5,931.27,23.28,2793.81
9,41,1402.44,35.06,4207.32
9,52,2319.99,58.0,6959.97
9,26,683.82,17.1,2051.46
9,21,2279.92,57.0,6839.76
9,28,883.14,22.08,2649.42
9,36,845.59,21.14,2536.77
9,44,1275.77,31.89,3827.31
9,43,1278.37,31.96,3835.11
9,10,608.04,15.2,1824.12
9,32,1391.96,34.8,4175.88
9,33,1372.14,34.3,4116.42
9,3,1435.38,35.88,4306.14
9,34,810.09,20.25,2430.27
9,59,1440.22,36.01,4320.66
9,16,2182.42,54.56,6547.26
9,29,906.11,22.65,2718.33
9,8,885.38,22.13,2656.14
9,40,1381.11,34.53,4143.33
9,11,359.64,8.99,1078.92
9,23,867.75,21.69,2603.25
9,4,786.12,19.65,2358.36
9,25,915.51,22.89,2746.53
9,15,2161.64,54.04,6484.92
9,27,895.1,22.38,2685.3
9,55,631.64,15.79,1894.92
9,39,1082.83,27.07,3248.49
9,49,1571.22,39.28,4713.66
9,17,2174.69,54.37,6524.07
9,38,1140.62,28.52,3421.86
9,0,995.92,24.9,2987.76
9,1,976.62,24.42,2929.86
9,22,827.96,20.7,2483.88
9,2,972.27,24.31,2916.81
9,18,2173.0,54.32,6519.0
9,50,1527.0,38.17,4581.0
9,60,2104.02,52.6,6312.06
9,7,2226.05,55.65,6678.15
9,61,1577.76,39.44,4733.28
34,24,1045.31,26.13,3135.93
34,47,1306.57,32.66,3919.71
34,31,1078.37,26.96,3235.11
34,54,1029.3,25.73,3087.9
34,53,1043.2,26.08,3129.6
34,19,2040.37,51.01,6121.11
34,12,325.1,8.13,975.3
34,46,1213.5,30.34,3640.5
34,45,1214.42,30.36,3643.26
34,51,1904.28,47.61,5712.84
34,6,1487.55,37.19,4462.65
34,20,2042.67,51.07,6128.01
34,56,1539.95,38.5,4619.85
34,35,71.92,1.8,215.76
34,48,1445.04,36.13,4335.12
34,57,1586.52,39.66,4759.56
34,58,1521.46,38.04,4564.38
34,42,956.65,23.92,2869.95
34,13,274.19,6.85,822.57
34,14,276.8,6.92,830.4
34,37,1246.1,31.15,3738.3
34,30,936.33,23.41,2808.99
34,5,1169.47,29.24,3508.41
34,41,949.32,23.73,2847.96
34,52,1893.08,47.33,5679.24
34,26,620.33,15.51,1860.99
34,21,1892.14,47.3,5676.42
34,28,1028.67,25.72,3086.01
34,36,548.38,13.71,1645.14
34,44,848.86,21.22,2546.58
34,43,851.46,21.29,2554.38
34,10,533.64,13.34,1600.92
34,32,1283.74,32.09,3851.22
34,33,1263.93,31.6,3791.79
34,3,688.1,17.2,2064.3
34,9,810.33,20.26,2430.99
34,59,882.12,22.05,2646.36
34,16,1940.41,48.51,5821.23
34,29,1047.94,26.2,3143.82
34,8,980.94,24.52,2942.82
34,40,954.2,23.86,2862.6
34,11,596.29,14.91,1788.87
34,23,986.19,24.65,2958.57
34,4,202.53,5.06,607.59
34,25,1032.0,25.8,3096.0
34,15,1955.5,48.89,5866.5
34,27,1068.96,26.72,3206.88
34,55,868.89,21.72,2606.67
34,39,1199.32,29.98,3597.96
34,49,1705.17,42.63,5115.51
34,17,1932.68,48.32,5798.04
34,38,1302.52,32.56,3907.56
34,0,1191.98,29.8,3575.94
34,1,1172.69,29.32,3518.07
34,22,944.45,23.61,2833.35
34,2,1168.33,29.21,3504.99
34,18,1940.12,48.5,5820.36
34,50,1661.03,41.53,4983.09
34,60,1463.3,36.58,4389.9
34,7,1674.68,41.87,5024.04
34,61,1711.79,42.79,5135.37
59,24,1333.27,33.33,3999.81
59,47,1048.48,26.21,3145.44
59,31,1326.56,33.16,3979.68
59,54,1905.9,47.65,5717.7
59,53,1919.8,48.0,5759.4
59,19,1782.27,44.56,5346.81
59,12,815.61,20.39,2446.83
59,46,853.74,21.34,2561.22
59,45,854.65,21.37,2563.95
59,51,1748.55,43.71,5245.65
59,6,640.98,16.02,1922.94
59,20,1784.57,44.61,5353.71
59,56,713.37,17.83,2140.11
59,35,948.51,23.71,2845.53
59,48,1085.28,27.13,3255.84
59,57,759.94,19.0,2279.82
59,58,694.88,17.37,2084.64
59,42,764.42,19.11,2293.26
59,13,619.85,15.5,1859.55
59,14,619.55,15.49,1858.65
59,37,1468.24,36.71,4404.72
59,30,1217.34,30.43,3652.02
59,5,2063.99,51.6,6191.97
59,41,321.86,8.05,965.58
59,52,1100.56,27.51,3301.68
59,26,863.06,21.58,2589.18
59,21,1551.83,38.8,4655.49
59,28,1276.87,31.92,3830.61
59,36,703.23,17.58,2109.69
59,44,489.1,12.23,1467.3
59,43,491.7,12.29,1475.1
59,10,877.41,21.94,2632.23
59,32,1118.92,27.97,3356.76
59,33,1099.1,27.48,3297.3
59,3,850.95,21.27,2552.85
59,9,1443.13,36.08,4329.39
59,34,882.66,22.07,2647.98
59,16,1639.83,41.0,4919.49
59,29,1296.14,32.4,3888.42
59,8,1089.05,27.23,3267.15
59,40,330.55,8.26,991.65
59,11,1140.65,28.52,3421.95
59,23,1145.04,28.63,3435.12
59,4,1097.05,27.43,3291.15
59,25,1201.84,30.05,3605.52
59,15,1697.4,42.44,5092.2
59,27,1238.8,30.97,3716.4
59,55,1745.49,43.64,5236.47
59,39,1302.84,32.57,3908.52
59,49,1664.95,41.62,4994.85
59,17,1674.58,41.86,5023.74
59,38,1510.64,37.77,4531.92
59,0,1434.04,35.85,4302.12
59,1,1415.08,35.38,4245.24
59,22,1110.47,27.76,3331.41
59,2,1412.17,35.3,4236.51
59,18,1682.02,42.05,5046.06
59,50,1692.64,42.32,5077.92
59,60,841.24,21.03,2523.72
59,7,802.87,20.07,2408.61
59,61,1672.77,41.82,5018.31
16,24,1524.96,38.12,4574.88
16,47,642.09,16.05,1926.27
16,31,1438.53,35.96,4315.59
16,54,2929.21,73.23,8787.63
16,53,2943.1,73.58,8829.3
16,19,165.41,4.14,496.23
16,12,1772.2,44.3,5316.6
16,46,800.08,20.0,2400.24
16,45,798.26,19.96,2394.78
16,51,645.04,16.13,1935.12
16,6,1423.16,35.58,4269.48
16,20,147.17,3.68,441.51
16,56,1257.11,31.43,3771.33
16,35,2006.48,50.16,6019.44
16,48,566.29,14.16,1698.87
16,57,1252.27,31.31,3756.81
16,58,1273.15,31.83,3819.45
16,42,1007.71,25.19,3023.13
16,13,1872.19,46.8,5616.57
16,14,1871.57,46.79,5614.71
16,37,1385.72,34.64,4157.16
16,30,1522.86,38.07,4568.58
16,5,3069.38,76.73,9208.14
16,41,1339.86,33.5,4019.58
16,52,883.95,22.1,2651.85
16,26,1561.81,39.05,4685.43
16,21,455.09,11.38,1365.27
16,28,1485.62,37.14,4456.86
16,36,1529.05,38.23,4587.15
16,44,1164.11,29.1,3492.33
16,43,1164.53,29.11,3493.59
16,10,1676.4,41.91,5029.2
16,32,810.89,20.27,2432.67
16,33,812.42,20.31,2437.26
16,3,2443.0,61.08,7329.0
16,9,2176.21,54.41,6528.63
16,34,1940.62,48.52,5821.86
16,59,1679.39,41.98,5038.17
16,29,1480.18,37.0,4440.54
16,8,1325.03,33.13,3975.09
16,40,1318.53,32.96,3955.59
16,11,1872.06,46.8,5616.18
16,23,1384.46,34.61,4153.38
16,4,2121.14,53.03,6363.42
16,25,1409.0,35.22,4227.0
16,15,102.96,2.57,308.88
16,27,1416.67,35.42,4250.01
16,55,2768.8,69.22,8306.4
16,39,1283.76,32.09,3851.28
16,49,1011.44,25.29,3034.32
16,17,41.29,1.03,123.87
16,38,1378.56,34.46,4135.68
16,0,1448.05,36.2,4344.15
16,1,1468.99,36.72,4406.97
16,22,1389.27,34.73,4167.81
16,2,1449.12,36.23,4347.36
16,18,75.27,1.88,225.81
16,50,1062.84,26.57,3188.52
16,60,2431.16,60.78,7293.48
16,7,1531.06,38.28,4593.18
16,61,1009.06,25.23,3027.18
29,24,113.13,2.83,339.39
29,47,1054.04,26.35,3162.12
29,31,50.32,1.26,150.96
29,54,1772.57,44.31,5317.71
29,53,1786.47,44.66,5359.41
29,19,1549.01,38.73,4647.03
